[0.007s][debug][gc,heap] Minimum heap 5368709120  Initial heap 5368709120  Maximum heap 12884901888
[0.007s][info ][gc,init] Initializing The Z Garbage Collector
[0.007s][info ][gc,init] Version: 25+37-LTS-jvmci-b01 (release)
[0.007s][info ][gc,init] NUMA Support: Disabled
[0.007s][info ][gc,init] CPUs: 20 total, 20 available
[0.007s][info ][gc,init] Memory: 31764M
[0.007s][info ][gc,init] Large Page Support: Disabled
[0.008s][info ][gc,init] Address Space Size: unlimited
[0.008s][debug][gc,init] Reserved Space: limit 4096G, desired 192G, requested 192G
[0.008s][info ][gc,init] Reserved Space Type: Contiguous/Unrestricted/Complete
[0.008s][info ][gc,init] Reserved Space Size: 192G
[0.008s][info ][gc,init] Heap Backing File: /memfd:java_heap
[0.008s][info ][gc,init] Heap Backing Filesystem: tmpfs (0x1021994)
[0.008s][info ][gc,init] Min Capacity: 5120M
[0.008s][info ][gc,init] Initial Capacity: 5120M
[0.008s][info ][gc,init] Max Capacity: 12288M
[0.008s][info ][gc,init] Soft Max Capacity: 12288M
[0.008s][info ][gc,init] Page Size Medium: Range [4M, 32M]
[0.008s][info ][gc,init] Pre-touch: Enabled
[0.008s][info ][gc,init] Available space on backing filesystem: N/A
[0.009s][info ][gc,init] Uncommit: Enabled
[0.009s][info ][gc,init] Uncommit Delay: 300s
[0.009s][info ][gc,init] GC Workers for Old Generation: 5 (dynamic)
[0.009s][info ][gc,init] GC Workers for Young Generation: 5 (dynamic)
[0.807s][debug][gc,task] Executing ZPreTouchTask using ZWorkerOld with 5 workers
[1.095s][info ][gc,init] GC Workers Max: 5 (dynamic)
[1.096s][info ][gc,init] Runtime Workers: 12
[1.096s][info ][gc     ] Using The Z Garbage Collector
[1.106s][info ][gc,metaspace] CDS archive(s) not mapped
[1.106s][info ][gc,metaspace] Compressed class space mapped at: 0x000000006c000000-0x00000000ac000000, reserved size: 1073741824
[1.106s][info ][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 0
[1.106s][info ][gc,metaspace] Narrow klass pointer bits 32, Max shift 3
[1.106s][info ][gc,metaspace] Narrow klass base: 0x0000000000000000, Narrow klass shift: 0
[1.106s][info ][gc,metaspace] Encoding Range: [0x0000000000000000 - 0x0000000100000000), (4294967296 bytes)
[1.107s][info ][gc,metaspace] Klass Range:    [0x000000006c000000 - 0x00000000ac000000), (1073741824 bytes)
[1.107s][info ][gc,metaspace] Klass ID Range:  [1811939328 - 2885681145) (1073741817)
[1.107s][info ][gc,metaspace] No protection zone.
[1,141s][debug][gc,heap     ] Uncommitter (0) Timeout: 300000ms
[1,143s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ArraysSupport.unsignedHashCode (0x00007ab287400008) [0x00007ab287400100, 0x00007ab287400310] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,602s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x00007ab2a6c5aa08) [0x00007ab2a6c5ab00, 0x00007ab2a6c5abf8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,602s][debug][gc,nmethod  ] Register NMethod: java.lang.classfile.TypeKind.from (0x00007ab287798e08) [0x00007ab287798f00, 0x00007ab287799490] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,602s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x00007ab2a6c5ad08) [0x00007ab2a6c5ae00, 0x00007ab2a6c5b098] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,602s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x00007ab2a6c5b108) [0x00007ab2a6c5b200, 0x00007ab2a6c5b2f8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,602s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x00007ab2a6c5b408) [0x00007ab2a6c5b500, 0x00007ab2a6c5b5f8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,602s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandleNatives.findMethodHandleType (0x00007ab287799508) [0x00007ab287799600, 0x00007ab287799718] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,602s][debug][gc,nmethod  ] Register NMethod: sun.invoke.util.Wrapper.isIntegral (0x00007ab287799808) [0x00007ab287799900, 0x00007ab287799ce8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,602s][debug][gc,nmethod  ] Register NMethod: sun.invoke.util.Wrapper.isSubwordOrInt (0x00007ab287799d08) [0x00007ab287799e00, 0x00007ab28779a6e0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,603s][debug][gc,nmethod  ] Register NMethod: sun.invoke.util.Wrapper.isNumeric (0x00007ab28779a708) [0x00007ab28779a800, 0x00007ab28779a950] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,603s][debug][gc,nmethod  ] Register NMethod: sun.invoke.util.Wrapper.isSingleWord (0x00007ab28779aa08) [0x00007ab28779ab00, 0x00007ab28779ac50] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,603s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x00007ab2a6c5b708) [0x00007ab2a6c5b800, 0x00007ab2a6c5b8f8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,603s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x00007ab2a6c5ba08) [0x00007ab2a6c5bb00, 0x00007ab2a6c5bd98] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,603s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x00007ab2a6c5be08) [0x00007ab2a6c5bf00, 0x00007ab2a6c5bff8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,603s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator.processFieldInstructions (0x00007ab28779ad08) [0x00007ab28779ae00, 0x00007ab28779e9b8] Compiler: c1, Barriers: 10, Oops: 2, ImmediateOops: 13, NonImmediateOops: No
[1,603s][debug][gc,nmethod  ] Register NMethod: sun.invoke.util.VerifyAccess.ensureTypeVisible (0x00007ab28779ea08) [0x00007ab28779eb00, 0x00007ab28779f4d0] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,603s][debug][gc,nmethod  ] Register NMethod: java.lang.classfile.attribute.StackMapFrameInfo.of (0x00007ab28779f508) [0x00007ab28779f600, 0x00007ab28779f798] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,603s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.StackMapDecoder$StackMapFrameImpl.<init> (0x00007ab28779f808) [0x00007ab28779f900, 0x00007ab28779fea0] Compiler: c1, Barriers: 9, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,603s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandleNatives.refKindIsMethod (0x00007ab28779ff08) [0x00007ab2877a0000, 0x00007ab2877a0210] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,604s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.StackMapDecoder.writeFrame (0x00007ab2877a0288) [0x00007ab2877a0380, 0x00007ab2877a4f08] Compiler: c1, Barriers: 15, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,605s][debug][gc,nmethod  ] Register NMethod: java.lang.classfile.CodeBuilder.invoke (0x00007ab2877a4f88) [0x00007ab2877a5080, 0x00007ab2877a5818] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,606s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectCodeBuilder.invoke (0x00007ab2877a5888) [0x00007ab2877a5980, 0x00007ab2877a87c8] Compiler: c1, Barriers: 7, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,606s][debug][gc,director ] Rule Major: Warmup 10%, Used: 78MB, UsedThreshold: 1228MB
[1,606s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.StrongReferenceKey.hashCode (0x00007ab2a6c5c108) [0x00007ab2a6c5c200, 0x00007ab2a6c5c760] Compiler: jvmci, Barriers: 8, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandles$Lookup.in (0x00007ab2877a8808) [0x00007ab2877a8900, 0x00007ab2877ac510] Compiler: c1, Barriers: 9, Oops: 2, ImmediateOops: 6, NonImmediateOops: No
[1,610s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToInterface (0x00007ab2a6c5c788) [0x00007ab2a6c5c880, 0x00007ab2a6c5c9b0] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,610s][debug][gc,nmethod  ] Register NMethod: java.util.Objects.hash (0x00007ab2877ac588) [0x00007ab2877ac680, 0x00007ab2877ac840] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,611s][debug][gc,nmethod  ] Register NMethod: java.util.List.of (0x00007ab2877ac888) [0x00007ab2877ac980, 0x00007ab2877aca68] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,612s][debug][gc,nmethod  ] Register NMethod: java.lang.Enum.equals (0x00007ab2877acb88) [0x00007ab2877acc80, 0x00007ab2877acdd0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,613s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectCodeBuilder$4.writeBody (0x00007ab2877ace88) [0x00007ab2877acf80, 0x00007ab2877b1838] Compiler: c1, Barriers: 36, Oops: 1, ImmediateOops: 7, NonImmediateOops: No
[1,614s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectCodeBuilder.return_ (0x00007ab2877b1888) [0x00007ab2877b1980, 0x00007ab2877b1cc8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,614s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.AbstractValidatingLambdaMetafactory.isAdaptableTo (0x00007ab2877b1d08) [0x00007ab2877b1e00, 0x00007ab2877b39d0] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,614s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.TerminalCodeBuilder.setupTopLocal (0x00007ab2877b3a08) [0x00007ab2877b3b00, 0x00007ab2877b5d60] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 3, NonImmediateOops: No
[1,614s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectClassBuilder.setInterfaces (0x00007ab2a6c5ca88) [0x00007ab2a6c5cb80, 0x00007ab2a6c5ccb0] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,614s][debug][gc,nmethod  ] Register NMethod: java.util.Collections.emptyList (0x00007ab2877b5d88) [0x00007ab2877b5e80, 0x00007ab2877b5f68] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,614s][debug][gc,nmethod  ] Register NMethod: sun.invoke.util.Wrapper.isDoubleWord (0x00007ab2877b6088) [0x00007ab2877b6180, 0x00007ab2877b62d0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,615s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToVirtual (0x00007ab2a6c5cd88) [0x00007ab2a6c5ce80, 0x00007ab2a6c5cea8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,615s][debug][gc,nmethod  ] Register NMethod: java.lang.reflect.Modifier.isPrivate (0x00007ab2877b6388) [0x00007ab2877b6480, 0x00007ab2877b65b0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,615s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.DirectMethodHandle$Constructor.<init> (0x00007ab2877b6688) [0x00007ab2877b6780, 0x00007ab2877b69d0] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,616s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator.of (0x00007ab2877b6a08) [0x00007ab2877b6b00, 0x00007ab2877b7e88] Compiler: c1, Barriers: 12, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,616s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandleNatives.isPullModeBSM (0x00007ab2a6c5d088) [0x00007ab2a6c5d180, 0x00007ab2a6c5d220] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,616s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.ConstantCallSite.getTarget (0x00007ab2877b7f08) [0x00007ab2877b8000, 0x00007ab2877b8238] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,616s][debug][gc,director ] Rule Major: Warmup 10%, Used: 80MB, UsedThreshold: 1228MB
[1,616s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x00007ab2a6c5d388) [0x00007ab2a6c5d480, 0x00007ab2a6c5d578] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,616s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.LambdaForm$NamedFunction.intrinsicName (0x00007ab2877b8288) [0x00007ab2877b8380, 0x00007ab2877b8728] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,616s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.InvokerBytecodeGenerator.emitStoreResult (0x00007ab2877b8788) [0x00007ab2877b8880, 0x00007ab2877b8f38] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.InvokerBytecodeGenerator.emitPushArguments (0x00007ab2877b8f88) [0x00007ab2877b9080, 0x00007ab2877b9ca0] Compiler: c1, Barriers: 12, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectClassBuilder.withField (0x00007ab2877b9d08) [0x00007ab2877b9e00, 0x00007ab2877ba220] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x00007ab2a6c5d688) [0x00007ab2a6c5d780, 0x00007ab2a6c5d878] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectClassBuilder.withField (0x00007ab2877ba288) [0x00007ab2877ba380, 0x00007ab2877bad38] Compiler: c1, Barriers: 9, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectFieldBuilder.<init> (0x00007ab2877bad88) [0x00007ab2877bae80, 0x00007ab2877bbd48] Compiler: c1, Barriers: 21, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry$FieldRefEntryImpl.<init> (0x00007ab2877bbd88) [0x00007ab2877bbe80, 0x00007ab2877bbfd0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x00007ab2a6c5d988) [0x00007ab2a6c5da80, 0x00007ab2a6c5dd18] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x00007ab2a6c5dd88) [0x00007ab2a6c5de80, 0x00007ab2a6c5df78] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: java.lang.ref.SoftReference.<init> (0x00007ab2877bc088) [0x00007ab2877bc180, 0x00007ab2877bc4c8] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 2, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.LambdaForm$NamedFunction.member (0x00007ab2877bc508) [0x00007ab2877bc600, 0x00007ab2877bc740] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MemberName.isPrivate (0x00007ab2877bc808) [0x00007ab2877bc900, 0x00007ab2877bcab0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x00007ab2a6c5e088) [0x00007ab2a6c5e180, 0x00007ab2a6c5e270] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.InvokerBytecodeGenerator.refKindOpcode (0x00007ab2877bcb08) [0x00007ab2877bcc00, 0x00007ab2877bdb20] Compiler: c1, Barriers: 0, Oops: 1, ImmediateOops: 10, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x00007ab2a6c5e388) [0x00007ab2a6c5e480, 0x00007ab2a6c5e578] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectFieldBuilder.writeTo (0x00007ab2877bdb88) [0x00007ab2877bdc80, 0x00007ab2877c2290] Compiler: c1, Barriers: 5, Oops: 1, ImmediateOops: 6, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: java.lang.Byte.<init> (0x00007ab2877c2308) [0x00007ab2877c2400, 0x00007ab2877c25c0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.LambdaForm.normalizeNames (0x00007ab2877c2608) [0x00007ab2877c2700, 0x00007ab2877c4398] Compiler: c1, Barriers: 14, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x00007ab2a6c5e688) [0x00007ab2a6c5e780, 0x00007ab2a6c5ea18] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.InvokerBytecodeGenerator.emitStaticInvoke (0x00007ab2877c4408) [0x00007ab2877c4500, 0x00007ab2877c6be8] Compiler: c1, Barriers: 9, Oops: 0, ImmediateOops: 2, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToSpecial (0x00007ab2a6c5ea88) [0x00007ab2a6c5eb80, 0x00007ab2a6c5ec78] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: java.lang.Number.<init> (0x00007ab2a6c5ed88) [0x00007ab2a6c5ee80, 0x00007ab2a6c5ef00] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.InvokerBytecodeGenerator.isStaticallyInvocable (0x00007ab2877c6c08) [0x00007ab2877c6d00, 0x00007ab2877c9bf8] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 3, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: java.lang.Short.<init> (0x00007ab2877c9c08) [0x00007ab2877c9d00, 0x00007ab2877c9ec0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToNative (0x00007ab2a6c5f088) [0x00007ab2a6c5f180, 0x00007ab2a6c5f190] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,619s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x00007ab2a6c5f388) [0x00007ab2a6c5f480, 0x00007ab2a6c5f570] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,619s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.InnerClassLambdaMetafactory.argName (0x00007ab2877c9f08) [0x00007ab2877ca000, 0x00007ab2877cac78] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 3, NonImmediateOops: No
[1,620s][debug][gc,nmethod  ] Register NMethod: java.lang.Integer.compare (0x00007ab2877cac88) [0x00007ab2877cad80, 0x00007ab2877caf30] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,620s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.StackMapDecoder$1.compare (0x00007ab2877caf88) [0x00007ab2877cb080, 0x00007ab2877cb840] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,620s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectCodeBuilder.parameterSlot (0x00007ab2877cb888) [0x00007ab2877cb980, 0x00007ab2877cbcc0] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,620s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.StackMapDecoder$1.compare (0x00007ab2877cbd08) [0x00007ab2877cbe00, 0x00007ab2877cca70] Compiler: c1, Barriers: 4, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,620s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectMethodBuilder.parameterSlot (0x00007ab2877cca88) [0x00007ab2877ccb80, 0x00007ab2877cd900] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,620s][debug][gc,nmethod  ] Register NMethod: java.lang.Long.numberOfLeadingZeros (0x00007ab2877cd908) [0x00007ab2877cda00, 0x00007ab2877cdba8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,620s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.DirectMethodHandle.isCrackable (0x00007ab2a6c5f688) [0x00007ab2a6c5f780, 0x00007ab2a6c5f840] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,620s][debug][gc,nmethod  ] Register NMethod: jdk.internal.reflect.Reflection.areNestMates (0x00007ab2a6c5f988) [0x00007ab2a6c5fa80, 0x00007ab2a6c5fc08] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,621s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectCodeBuilder.localAccess (0x00007ab2877cdc08) [0x00007ab2877cdd00, 0x00007ab2877d0c00] Compiler: c1, Barriers: 8, Oops: 1, ImmediateOops: 13, NonImmediateOops: No
[1,621s][debug][gc,nmethod  ] Register NMethod: java.util.stream.StreamOpFlag.getMask (0x00007ab2877d0c88) [0x00007ab2877d0d80, 0x00007ab2877d0ee0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,621s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.InnerClassLambdaMetafactory.methodDesc (0x00007ab2877d0f88) [0x00007ab2877d1080, 0x00007ab2877d40d8] Compiler: c1, Barriers: 25, Oops: 2, ImmediateOops: 5, NonImmediateOops: No
[1,621s][debug][gc,nmethod  ] Register NMethod: java.util.stream.StreamOpFlag.combineOpFlags (0x00007ab2877d4108) [0x00007ab2877d4200, 0x00007ab2877d43a0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,621s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.BufWriterImpl.<init> (0x00007ab2877d4408) [0x00007ab2877d4500, 0x00007ab2877d4648] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,622s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x00007ab2a6c5fc88) [0x00007ab2a6c5fd80, 0x00007ab2a6c5fe70] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,623s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator.detectFrames (0x00007ab28777ea08) [0x00007ab28777eb00, 0x00007ab287782158] Compiler: c1, Barriers: 7, Oops: 1, ImmediateOops: 2, NonImmediateOops: No
[1,623s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry$Utf8EntryImpl.<init> (0x00007ab2a6c5ff88) [0x00007ab2a6c60080, 0x00007ab2a6c60360] Compiler: jvmci, Barriers: 12, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,624s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectCodeBuilder$4.generateStackMaps (0x00007ab287796c88) [0x00007ab287796d80, 0x00007ab2877978a0] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,624s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator$Frame.merge (0x00007ab2877d4708) [0x00007ab2877d4800, 0x00007ab2877d50b8] Compiler: c1, Barriers: 5, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,624s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator$Type.mergeFrom (0x00007ab2877d5108) [0x00007ab2877d5200, 0x00007ab2877d5ca8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 6, NonImmediateOops: No
[1,624s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToStatic (0x00007ab2a6c60388) [0x00007ab2a6c60480, 0x00007ab2a6c60578] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,624s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ReferencedKeyMap.removeStaleReferences (0x00007ab2a6c60688) [0x00007ab2a6c60780, 0x00007ab2a6c608b8] Compiler: jvmci, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,624s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.invokeBasic (0x00007ab2a6c60988) [0x00007ab2a6c60a80, 0x00007ab2a6c60d18] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
