[0.005s][debug][gc,heap] Minimum heap 5368709120  Initial heap 5368709120  Maximum heap 12884901888
[0.005s][info ][gc,init] Initializing The Z Garbage Collector
[0.005s][info ][gc,init] Version: 25+37-LTS-jvmci-b01 (release)
[0.005s][info ][gc,init] NUMA Support: Disabled
[0.005s][info ][gc,init] CPUs: 20 total, 20 available
[0.005s][info ][gc,init] Memory: 31764M
[0.005s][info ][gc,init] Large Page Support: Disabled
[0.006s][info ][gc,init] Address Space Size: unlimited
[0.006s][debug][gc,init] Reserved Space: limit 4096G, desired 192G, requested 192G
[0.006s][info ][gc,init] Reserved Space Type: Contiguous/Unrestricted/Complete
[0.006s][info ][gc,init] Reserved Space Size: 192G
[0.006s][info ][gc,init] Heap Backing File: /memfd:java_heap
[0.006s][info ][gc,init] Heap Backing Filesystem: tmpfs (0x1021994)
[0.006s][info ][gc,init] Min Capacity: 5120M
[0.006s][info ][gc,init] Initial Capacity: 5120M
[0.006s][info ][gc,init] Max Capacity: 12288M
[0.006s][info ][gc,init] Soft Max Capacity: 12288M
[0.006s][info ][gc,init] Page Size Medium: Range [4M, 32M]
[0.006s][info ][gc,init] Pre-touch: Enabled
[0.006s][info ][gc,init] Available space on backing filesystem: N/A
[0.006s][info ][gc,init] Uncommit: Enabled
[0.006s][info ][gc,init] Uncommit Delay: 300s
[0.006s][info ][gc,init] GC Workers for Old Generation: 5 (dynamic)
[0.007s][info ][gc,init] GC Workers for Young Generation: 5 (dynamic)
[0.837s][debug][gc,task] Executing ZPreTouchTask using ZWorkerOld with 5 workers
[1.129s][info ][gc,init] GC Workers Max: 5 (dynamic)
[1.130s][info ][gc,init] Runtime Workers: 12
[1.130s][info ][gc     ] Using The Z Garbage Collector
[1.130s][info ][gc,metaspace] CDS archive(s) not mapped
[1.130s][info ][gc,metaspace] Compressed class space mapped at: 0x00000000b3000000-0x00000000f3000000, reserved size: 1073741824
[1.130s][info ][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 0
[1.130s][info ][gc,metaspace] Narrow klass pointer bits 32, Max shift 3
[1.130s][info ][gc,metaspace] Narrow klass base: 0x0000000000000000, Narrow klass shift: 0
[1.130s][info ][gc,metaspace] Encoding Range: [0x0000000000000000 - 0x0000000100000000), (4294967296 bytes)
[1.130s][info ][gc,metaspace] Klass Range:    [0x00000000b3000000 - 0x00000000f3000000), (1073741824 bytes)
[1.130s][info ][gc,metaspace] Klass ID Range:  [3003121664 - 4076863481) (1073741817)
[1.130s][info ][gc,metaspace] No protection zone.
[1,145s][debug][gc,heap     ] Uncommitter (0) Timeout: 300000ms
[1,146s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ArraysSupport.unsignedHashCode (0x000072e47f400008) [0x000072e47f400100, 0x000072e47f400310] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,601s][debug][gc,nmethod  ] Register NMethod: java.util.jar.JarFile.getEntry (0x000072e49ec5ac08) [0x000072e49ec5ad00, 0x000072e49ec5c1a0] Compiler: jvmci, Barriers: 14, Oops: 2, ImmediateOops: 8, NonImmediateOops: No
[1,602s][debug][gc,nmethod  ] Register NMethod: sun.reflect.annotation.AnnotationType.memberDefaults (0x000072e49ec5c208) [0x000072e49ec5c300, 0x000072e49ec5c3e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,602s][debug][gc,nmethod  ] Register NMethod: sun.reflect.annotation.AnnotationType.memberTypes (0x000072e49ec5c508) [0x000072e49ec5c600, 0x000072e49ec5c6e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,602s][debug][gc,nmethod  ] Register NMethod: sun.reflect.annotation.AnnotationType.retention (0x000072e49ec5c808) [0x000072e49ec5c900, 0x000072e49ec5c9e8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,602s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.Invokers.checkExactType (0x000072e47f7ca688) [0x000072e47f7ca780, 0x000072e47f7caae0] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,602s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$ListN.size (0x000072e49ec5cb08) [0x000072e49ec5cc00, 0x000072e49ec5cce0] Compiler: jvmci, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,604s][debug][gc,nmethod  ] Register NMethod: java.lang.Class.getDeclaredMethods0 (0x000072e49ec5ce08) [0x000072e49ec5cf00, 0x000072e49ec5d220] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,604s][debug][gc,nmethod  ] Register NMethod: java.lang.classfile.CodeBuilder.exceptionCatch (0x000072e47f7cab08) [0x000072e47f7cac00, 0x000072e47f7cb1d8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,604s][debug][gc,nmethod  ] Register NMethod: java.lang.classfile.instruction.ExceptionCatch.of (0x000072e47f7cb208) [0x000072e47f7cb300, 0x000072e47f7cb960] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,604s][debug][gc,nmethod  ] Register NMethod: java.lang.classfile.CodeBuilder.exceptionCatch (0x000072e47f7cb988) [0x000072e47f7cba80, 0x000072e47f7cc4c8] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,604s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.UnboundAttribute$UnboundExceptionsAttribute.exceptions (0x000072e49ec5d288) [0x000072e49ec5d380, 0x000072e49ec5d468] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,605s][debug][gc,nmethod  ] Register NMethod: java.util.ImmutableCollections$AbstractImmutableList.equals (0x000072e47f7cc508) [0x000072e47f7cc600, 0x000072e47f7cdca0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,605s][debug][gc,nmethod  ] Register NMethod: java.lang.ref.SoftReference.<init> (0x000072e47f7cdd08) [0x000072e47f7cde00, 0x000072e47f7ce148] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 2, NonImmediateOops: No
[1,606s][debug][gc,nmethod  ] Register NMethod: java.util.HashMap.calculateHashMapCapacity (0x000072e47f7ce188) [0x000072e47f7ce2a0, 0x000072e47f7ce438] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,606s][debug][gc,nmethod  ] Register NMethod: java.util.LinkedHashMap.afterNodeInsertion (0x000072e47f7ce488) [0x000072e47f7ce580, 0x000072e47f7cee60] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,607s][debug][gc,nmethod  ] Register NMethod: jdk.internal.reflect.ConstantPool.getIntAt0 (0x000072e49ec5d588) [0x000072e49ec5d680, 0x000072e49ec5d7e8] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,607s][debug][gc,nmethod  ] Register NMethod: jdk.internal.loader.URLClassPath$JarLoader.getResource (0x000072e49ec5d888) [0x000072e49ec5d980, 0x000072e49ec5f098] Compiler: jvmci, Barriers: 19, Oops: 2, ImmediateOops: 8, NonImmediateOops: No
[1,607s][debug][gc,nmethod  ] Register NMethod: java.lang.StringBuilder.append (0x000072e47f7cee88) [0x000072e47f7cef80, 0x000072e47f7cf2e0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,607s][debug][gc,nmethod  ] Register NMethod: jdk.internal.loader.AbstractClassLoaderValue.map (0x000072e47f7cf308) [0x000072e47f7cf400, 0x000072e47f7cf7f8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 2, NonImmediateOops: No
[1,607s][debug][gc,nmethod  ] Register NMethod: java.lang.Class.getInterfaces (0x000072e47f7cf808) [0x000072e47f7cf900, 0x000072e47f7cfa38] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,607s][debug][gc,nmethod  ] Register NMethod: java.util.jar.JarFile.checkForSpecialAttributes (0x000072e49ec5f108) [0x000072e49ec5f200, 0x000072e49ec5fb58] Compiler: jvmci, Barriers: 7, Oops: 2, ImmediateOops: 8, NonImmediateOops: No
[1,607s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.parser.SignatureParser.mark (0x000072e47f7cfb08) [0x000072e47f7cfc00, 0x000072e47f7cfd08] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.annotation.AnnotationInvocationHandler.invoke (0x000072e47f7cfe08) [0x000072e47f7cff00, 0x000072e47f7d2190] Compiler: c1, Barriers: 10, Oops: 0, ImmediateOops: 7, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.parser.SignatureParser.markToCurrent (0x000072e47f7d2208) [0x000072e47f7d2300, 0x000072e47f7d2638] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.tree.SimpleClassTypeSignature.make (0x000072e47f7d2688) [0x000072e47f7d2780, 0x000072e47f7d2a70] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.parser.SignatureParser.advance (0x000072e49ec5fb88) [0x000072e49ec5fc80, 0x000072e49ec5fdf8] Compiler: jvmci, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: java.lang.CharacterData.of (0x000072e49ec5fe88) [0x000072e49ec5ff80, 0x000072e49ec60068] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 2, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.tree.SimpleClassTypeSignature.<init> (0x000072e47f7d2a88) [0x000072e47f7d2b80, 0x000072e47f7d2dd0] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.tree.ClassTypeSignature.<init> (0x000072e47f7d2e08) [0x000072e47f7d2f00, 0x000072e47f7d30d0] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.tree.ClassTypeSignature.make (0x000072e47f7d3108) [0x000072e47f7d3200, 0x000072e47f7d3468] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.parser.SignatureParser.<init> (0x000072e47f7d3488) [0x000072e47f7d3580, 0x000072e47f7d36d8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.parser.SignatureParser.parseClassTypeSignatureSuffix (0x000072e47f7d3788) [0x000072e47f7d3880, 0x000072e47f7d3cf0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.parser.SignatureParser.make (0x000072e47f7d3d08) [0x000072e47f7d3e00, 0x000072e47f7d3ff0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.parser.SignatureParser.parseFieldTypeSignature (0x000072e47f7d4008) [0x000072e47f7d4100, 0x000072e47f7d4238] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: java.util.jar.JarFile.isMultiRelease (0x000072e49ec60188) [0x000072e49ec60280, 0x000072e49ec60c20] Compiler: jvmci, Barriers: 7, Oops: 2, ImmediateOops: 8, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.parser.SignatureParser.init (0x000072e47f7d4308) [0x000072e47f7d4400, 0x000072e47f7d4580] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.scope.AbstractScope.<init> (0x000072e47f7d4608) [0x000072e47f7d4700, 0x000072e47f7d48d0] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: java.util.LinkedHashMap$LinkedEntryIterator.next (0x000072e47f7d4908) [0x000072e47f7d4a00, 0x000072e47f7d4f10] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.factory.CoreReflectionFactory.make (0x000072e47f7d4f88) [0x000072e47f7d5080, 0x000072e47f7d5360] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: java.util.LinkedHashMap$LinkedEntryIterator.next (0x000072e47f7d5388) [0x000072e47f7d5480, 0x000072e47f7d5778] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.parser.SignatureParser.parseFieldTypeSignature (0x000072e47f7d5788) [0x000072e47f7d5880, 0x000072e47f7d5d40] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 3, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.parser.SignatureParser.parsePackageNameAndSimpleClassTypeSignature (0x000072e47f7d5d88) [0x000072e47f7d5e80, 0x000072e47f7d7370] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 2, NonImmediateOops: No
[1,608s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.factory.CoreReflectionFactory.<init> (0x000072e47f7d7388) [0x000072e47f7d7480, 0x000072e47f7d76c8] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,609s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.visitor.Reifier.make (0x000072e47f7d7708) [0x000072e47f7d7800, 0x000072e47f7d7a68] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,609s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.visitor.Reifier.<init> (0x000072e47f7d7a88) [0x000072e47f7d7b80, 0x000072e47f7d7d50] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,609s][debug][gc,nmethod  ] Register NMethod: jdk.internal.loader.AbstractClassLoaderValue.extractValue (0x000072e47f7d7d88) [0x000072e47f7d7e80, 0x000072e47f7d85d8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,609s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToInterface (0x000072e49ec60c88) [0x000072e49ec60d80, 0x000072e49ec60eb0] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,609s][debug][gc,nmethod  ] Register NMethod: jdk.internal.constant.MethodTypeDescImpl.parameterCount (0x000072e49ec60f88) [0x000072e49ec61080, 0x000072e49ec61160] Compiler: jvmci, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,609s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.tree.ClassTypeSignature.accept (0x000072e47f7d8608) [0x000072e47f7d8700, 0x000072e47f7d8888] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,609s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.parser.SignatureParser.parseClassTypeSignature (0x000072e47f7d8908) [0x000072e47f7d8a00, 0x000072e47f7da8b0] Compiler: c1, Barriers: 11, Oops: 2, ImmediateOops: 4, NonImmediateOops: No
[1,609s][debug][gc,nmethod  ] Register NMethod: sun.reflect.annotation.AnnotationInvocationHandler.memberValueHashCode (0x000072e47f7da908) [0x000072e47f7daa00, 0x000072e47f7dcc00] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 8, NonImmediateOops: No
[1,609s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.factory.CoreReflectionFactory.makeNamedType (0x000072e47f7dcc08) [0x000072e47f7dcd00, 0x000072e47f7dcfb0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,609s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.factory.CoreReflectionFactory.getDeclsLoader (0x000072e47f7dd008) [0x000072e47f7dd100, 0x000072e47f7de738] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,609s][debug][gc,nmethod  ] Register NMethod: java.lang.StringBuilder.<init> (0x000072e49ec61288) [0x000072e49ec61380, 0x000072e49ec61528] Compiler: jvmci, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,609s][debug][gc,director ] Rule Major: Warmup 10%, Used: 86MB, UsedThreshold: 1228MB
[1,610s][debug][gc,nmethod  ] Register NMethod: java.lang.Module.implIsExportedOrOpen (0x000072e47f7de788) [0x000072e47f7de880, 0x000072e47f7dfb20] Compiler: c1, Barriers: 5, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,610s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.visitor.Reifier.visitClassTypeSignature (0x000072e47f7dfb88) [0x000072e47f7dfc80, 0x000072e47f7e34d8] Compiler: c1, Barriers: 17, Oops: 0, ImmediateOops: 6, NonImmediateOops: No
[1,611s][debug][gc,nmethod  ] Register NMethod: java.util.Collections.emptyList (0x000072e47f7e3508) [0x000072e47f7e3600, 0x000072e47f7e36e8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,612s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.BufWriterImpl.cpIndex (0x000072e49ec61588) [0x000072e49ec61680, 0x000072e49ec61b38] Compiler: jvmci, Barriers: 6, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,613s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.scope.ClassScope.<init> (0x000072e47f7e3808) [0x000072e47f7e3900, 0x000072e47f7e3b30] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,613s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.scope.ClassScope.make (0x000072e47f7e3b88) [0x000072e47f7e3c80, 0x000072e47f7e3f48] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,613s][debug][gc,nmethod  ] Register NMethod: sun.reflect.generics.parser.SignatureParser.parseTypeSig (0x000072e47f7e3f88) [0x000072e47f7e4080, 0x000072e47f7e42a0] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,613s][debug][gc,nmethod  ] Register NMethod: jdk.internal.loader.AbstractClassLoaderValue$Sub.hashCode (0x000072e47f7e4308) [0x000072e47f7e4400, 0x000072e47f7e4c00] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,613s][debug][gc,nmethod  ] Register NMethod: sun.reflect.annotation.AnnotationParser.parseSig (0x000072e47f7e4c08) [0x000072e47f7e4d00, 0x000072e47f7e79c8] Compiler: c1, Barriers: 18, Oops: 0, ImmediateOops: 2, NonImmediateOops: No
[1,613s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry$FieldRefEntryImpl.<init> (0x000072e47f7e7a08) [0x000072e47f7e7b00, 0x000072e47f7e7c50] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,614s][debug][gc,nmethod  ] Register NMethod: java.util.LinkedHashMap$LinkedHashIterator.<init> (0x000072e47f7e7d08) [0x000072e47f7e7e00, 0x000072e47f7e82d8] Compiler: c1, Barriers: 11, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,615s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectCodeBuilder.parameterSlot (0x000072e47f7e8308) [0x000072e47f7e8400, 0x000072e47f7e85b8] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,615s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectMethodBuilder.parameterSlot (0x000072e47f7e8608) [0x000072e47f7e8700, 0x000072e47f7e9480] Compiler: c1, Barriers: 6, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,616s][debug][gc,nmethod  ] Register NMethod: org.junit.platform.commons.util.AnnotationUtils.isInJavaLangAnnotationPackage (0x000072e47f7e9488) [0x000072e47f7e9580, 0x000072e47f7e9dc8] Compiler: c1, Barriers: 1, Oops: 2, ImmediateOops: 1, NonImmediateOops: No
[1,616s][debug][gc,nmethod  ] Register NMethod: sun.invoke.util.VerifyAccess.getClassModifiers (0x000072e47f7e9e08) [0x000072e47f7e9f00, 0x000072e47f7ea6e0] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,616s][debug][gc,nmethod  ] Register NMethod: java.lang.Class.isArray (0x000072e49ec61b88) [0x000072e49ec61c80, 0x000072e49ec61d38] Compiler: jvmci, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,616s][debug][gc,nmethod  ] Register NMethod: java.util.Objects.hash (0x000072e47f7ea708) [0x000072e47f7ea800, 0x000072e47f7ea9c0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: java.lang.Byte.<init> (0x000072e47f7eaa08) [0x000072e47f7eab00, 0x000072e47f7eacc0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: java.lang.Byte.hashCode (0x000072e47f7ead08) [0x000072e47f7eae00, 0x000072e47f7eaf58] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: java.lang.Byte.hashCode (0x000072e47f7eb008) [0x000072e47f7eb100, 0x000072e47f7eb1e0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MemberName.<init> (0x000072e47f7eb308) [0x000072e47f7eb400, 0x000072e47f7ed308] Compiler: c1, Barriers: 0, Oops: 4, ImmediateOops: 6, NonImmediateOops: No
[1,617s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MemberName.hashCode (0x000072e47f7ed388) [0x000072e47f7ed480, 0x000072e47f7eeea0] Compiler: c1, Barriers: 14, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: java.nio.ByteBuffer.position (0x000072e47f7eef08) [0x000072e47f7ef000, 0x000072e47f7ef148] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.StackMapGenerator.processFieldInstructions (0x000072e47f7ef208) [0x000072e47f7ef300, 0x000072e47f7f2eb8] Compiler: c1, Barriers: 10, Oops: 2, ImmediateOops: 13, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: java.util.Optional.isPresent (0x000072e47f7f2f08) [0x000072e47f7f3000, 0x000072e47f7f3180] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,618s][debug][gc,nmethod  ] Register NMethod: java.lang.CharacterDataLatin1.isWhitespace (0x000072e49ec61e88) [0x000072e49ec61f80, 0x000072e49ec62078] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,619s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.BufWriterImpl.<init> (0x000072e47f7f3208) [0x000072e47f7f3300, 0x000072e47f7f3448] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,619s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.MethodHandle.linkToInterface (0x000072e49ec62188) [0x000072e49ec62280, 0x000072e49ec623b0] Compiler: , Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,619s][debug][gc,nmethod  ] Register NMethod: java.lang.AbstractStringBuilder.ensureCapacitySameCoder (0x000072e47f7f3508) [0x000072e47f7f3600, 0x000072e47f7f37a8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,619s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectClassBuilder.withField (0x000072e47f7f3808) [0x000072e47f7f3900, 0x000072e47f7f3d20] Compiler: c1, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,619s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectClassBuilder.withField (0x000072e47f7f3d88) [0x000072e47f7f3e80, 0x000072e47f7f4838] Compiler: c1, Barriers: 9, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,619s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectFieldBuilder.<init> (0x000072e47f7f4888) [0x000072e47f7f4980, 0x000072e47f7f5848] Compiler: c1, Barriers: 21, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[1,619s][debug][gc,nmethod  ] Register NMethod: java.lang.invoke.InnerClassLambdaMetafactory.argName (0x000072e47f7f5888) [0x000072e47f7f5980, 0x000072e47f7f6610] Compiler: c1, Barriers: 1, Oops: 1, ImmediateOops: 3, NonImmediateOops: No
[1,620s][debug][gc,director ] Rule Major: Warmup 10%, Used: 86MB, UsedThreshold: 1228MB
[1,620s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectFieldBuilder.writeTo (0x000072e47f7f6688) [0x000072e47f7f6780, 0x000072e47f7fad90] Compiler: c1, Barriers: 5, Oops: 1, ImmediateOops: 6, NonImmediateOops: No
[1,620s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.AbstractPoolEntry$Utf8EntryImpl.equalsString (0x000072e47f7fae08) [0x000072e47f7faf00, 0x000072e47f7fdbd0] Compiler: c1, Barriers: 23, Oops: 1, ImmediateOops: 8, NonImmediateOops: No
[1,621s][debug][gc,nmethod  ] Register NMethod: java.util.stream.ReferencePipeline.<init> (0x000072e47f7fdc08) [0x000072e47f7fdd00, 0x000072e47f7fde30] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,621s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.DirectCodeBuilder.return_ (0x000072e47f7fdf08) [0x000072e47f7fe000, 0x000072e47f7fe618] Compiler: c1, Barriers: 1, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[1,621s][debug][gc,nmethod  ] Register NMethod: jdk.internal.classfile.impl.BytecodeHelpers.returnBytecode (0x000072e47f7fe688) [0x000072e47f7fe780, 0x000072e47f7feae0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
